ablation_type,ablation_percentage,micro_f1,micro_f1_std,macro_f1,macro_f1_std,samples_f1,samples_f1_std,jaccard_samples,jaccard_samples_std,hamming_loss,hamming_loss_std,micro_accuracy,micro_accuracy_std,auroc,auroc_std,micro_f1_degradation,macro_f1_degradation,samples_f1_degradation,jaccard_samples_degradation,hamming_loss_degradation,micro_accuracy_degradation,auroc_degradation
Combined Ablation,0.1,0.43303806139717427,0.006723867883499293,0.29074972401820065,0.01475343423353866,0.41713306466952327,0.00821765011448201,0.2887560436883315,0.007300896950829184,0.05299781616041295,0.00213662314316105,0.02446183953033268,0.003602531316760359,0.8603951540030458,0.003841979128958764,-0.0076794535510538164,-0.02750118666414103,-0.01195204746153733,-0.008875968363442677,-0.001385461867891881,0.0009784735812133072,-0.0077248487130509025
Combined Ablation,0.2,0.41385356209993035,0.010451193067573767,0.2422155774857989,0.019351826367769203,0.3985108081150702,0.009902298710295918,0.27381319893647155,0.008378541326562872,0.0519342579199637,0.0017999105757570432,0.02289628180039139,0.0045240811179125115,0.8465242675455761,0.005521178512757681,-0.026863952848297734,-0.07603533319654279,-0.030574304015990372,-0.02381881311530265,-0.002449020108341131,-0.0005870841487279829,-0.021595735170520602
Combined Ablation,0.3,0.3768217090763205,0.013244710947053907,0.17734473603492787,0.021148940387864808,0.3641849236127345,0.013427508834640854,0.24662786395324848,0.011103180129036227,0.053325392098471314,0.005667826930454557,0.022700587084148727,0.0048988867202918686,0.8264121124300677,0.007222369259604476,-0.06389580587190757,-0.1409061746474138,-0.06490018851832607,-0.051004148098525715,-0.0010578859298335172,-0.0007827788649706451,-0.04170789028602895
Combined Ablation,0.4,0.3158700059603066,0.04521221994211114,0.10494612052749949,0.026113540153936896,0.3051705082860056,0.04594014877561019,0.20568721154040054,0.031652789933865055,0.05201083411327605,0.006269902942728431,0.023874755381604697,0.004207309979542622,0.785624817987981,0.026914571599708843,-0.12484750898792146,-0.2133047901548422,-0.12391460384505498,-0.09194480051137366,-0.0023724439150287838,0.00039138943248532426,-0.08249518472811568
Combined Ablation,0.5,0.2516419525652838,0.05837980822153522,0.05791756764775676,0.012106724410281858,0.2393855910768175,0.05818577922395518,0.1572881777159652,0.038624678375946186,0.053627442638758904,0.00936610214383832,0.01506849315068493,0.010600883108409525,0.734058626511618,0.02652851290700534,-0.18907556238294426,-0.26033334303458494,-0.1896995210542431,-0.140343834335809,-0.0007558353895459266,-0.008414872798434442,-0.13406137620447867
Combined Ablation,0.6,0.23641961979147066,0.06256917575970103,0.045225963389077285,0.015136572583260663,0.22437641872962139,0.05843358279038529,0.1452366229351833,0.0366244700669369,0.05539294931790464,0.011049250418133504,0.011154598825831702,0.008407031242712939,0.7001993232387423,0.028235667657557337,-0.20429789515675742,-0.2730249472932644,-0.2047086934014392,-0.1523953891165909,0.0010096712895998061,-0.012328767123287671,-0.16792067947735434
Combined Ablation,0.7,0.22089574857529923,0.049970257470951074,0.03909708624366705,0.012046564959266226,0.20518646800672488,0.046350101855253095,0.1307952418791279,0.028109632002550806,0.05599705039847982,0.015892821693657314,0.007045009784735812,0.00900101151241244,0.6724726267255303,0.037739052452074255,-0.21982176637292886,-0.27915382443867465,-0.22389864412433572,-0.1668367701726463,0.0016137723701749873,-0.01643835616438356,-0.19564737599056636
Combined Ablation,0.8,0.15953223328129443,0.057163726536868686,0.02694349573115218,0.010970410023705897,0.15061169696991147,0.04983525860988202,0.09578090591638262,0.03059833773286466,0.05862616636887036,0.017457896857893163,0.009197651663405087,0.008356263681617678,0.6441597894084543,0.029692196720899226,-0.2811852816669337,-0.2913074149511895,-0.2784734151611491,-0.2018511061353916,0.004242888340565527,-0.014285714285714285,-0.22396021330764238
Combined Ablation,0.9,0.1898954356132449,0.07251416113424126,0.02754265670978715,0.012564538683170952,0.17971588941295163,0.06428435696481424,0.11339957377034797,0.03715571969523893,0.056612496100286444,0.014890632876869227,0.006457925636007828,0.011560904491383115,0.6478397672671925,0.04185109666928154,-0.2508220793349832,-0.2907082539725545,-0.24936922271810896,-0.18423243828142621,0.002229218071981613,-0.017025440313111546,-0.22028023544890418
Combined Ablation,1.0,0.11657559198542806,1.4628472785736255e-17,0.009989664793031866,1.828559098217032e-18,0.10962831631359318,1.4628472785736255e-17,0.06540431464599762,0.0,0.048143736351002574,7.314236392868128e-18,0.0,0.0,0.560090715857778,0.0,-0.32414192296280003,-0.3082612458893098,-0.31945679581746744,-0.2322276974057766,-0.006239541677302257,-0.023483365949119372,-0.30802928685831865
